,0
mextraccion_autoservicio,24.666226641337076
Master_status_delta2,23.983932749430338
Master_mfinanciacion_limite_delta2,23.374976603190103
mextraccion_autoservicio_ratioavg6,23.37327683766683
mcheques_emitidos_rechazados_lag1,23.33700326283773
cpagodeservicios_tend6,23.14586664835612
ccheques_depositados_rechazados_ratioavg6,23.09758326212565
ctransferencias_recibidas_lag1,22.608983421325682
mtransferencias_recibidas_tend6,21.247850036621095
Visa_mfinanciacion_limite_ratioavg6,21.166290028889975
rankn_Visa_mfinanciacion_limite,20.863720067342122
mtarjeta_master_consumo_delta2,20.78119328816732
cpayroll_trx_tend6,20.73263022104899
mcomisiones_lag1,20.572740173339845
rankn_mcomisiones_mantenimiento_1,20.528106625874837
ccaja_seguridad_lag2,20.432396697998048
rankn_chomebanking_transacciones_1,20.34005667368571
cmobile_app_trx_delta1,20.253653399149577
mcheques_emitidos,20.128709856669108
Visa_mconsumosdolares,19.961483256022134
mtarjeta_visa_descuentos_ratioavg6,19.738946692148843
Master_delinquency_delta2,19.67636973063151
mcomisiones_otras_delta1,18.98394317626953
tmobile_app_delta2,18.957293383280437
mcheques_emitidos_rechazados_ratioavg6,18.932853317260744
Visa_mconsumosdolares_lag2,18.618303362528483
ccomisiones_otras_ratioavg6,18.486820030212403
Master_mlimitecompra_tend6,18.47372671763102
Visa_fultimo_cierre_lag2,18.313329950968424
Visa_mlimitecompra_tend6,18.276759910583497
ctarjeta_visa_transacciones_max6,18.151966667175294
ccajas_otras,18.069036610921223
tcallcenter_delta2,17.98521989186605
ccheques_emitidos_rechazados_ratioavg6,17.798903210957846
rankp_ccomisiones_otras,17.49168004989624
Master_msaldopesos_ratioavg6,17.42027333577474
ctarjeta_master_transacciones_max6,17.19049008687337
tcallcenter,17.14285329182943
Master_Fvencimiento_tend6,17.10889981587728
cpayroll_trx_delta1,16.9884698232015
Visa_msaldopesos_delta2,16.37702007293701
cmobile_app_trx_ratioavg6,16.2933500289917
internet_lag2,16.014590136210124
mttarjeta_visa_debitos_automaticos,15.819299952189128
mprestamos_prendarios_lag2,15.81590003967285
Visa_mconsumosdolares_tend6,15.746053314208984
ctarjeta_visa_debitos_automaticos,15.70553347269694
Master_msaldototal_delta2,15.676362991333008
rankp_mttarjeta_visa_debitos_automaticos,15.48608652750651
rankn_tcallcenter,15.475210126241048
mrentabilidad_annual_tend6,15.082819938659668
Master_mconsumospesos_lag1,15.041083335876465
ccaja_ahorro_lag1,14.699650192260743
